titulo,url,ano,fecha,hora,twitter,tags
Cuando Hitler se enteró de DB la película,http://lapinatafrikie.blogspot.com/2008/10/cuando-hitler-se-entero-de-db-la.html,2008,10-07,15:00,@Pemtano,#LPF #Humor #Miscelanea #Películas
¿Que fue de... los personajes de Buffy Cazavampiros?,http://lapinatafrikie.blogspot.com/2008/10/que-fue-de-los-personajes-de-buffy.html,2008,10-06,21:35,@dmaeztu,#LPF #Descubrea #series
La esperanza es lo último que se pierde,http://lapinatafrikie.blogspot.com/2008/10/la-esperanza-es-lo-ltimo-que-se-pierde.html,2008,10-06,16:08,@ArkaitzCP,#LPF #Películas #Reflexiones
Dirty Sexy Money,http://lapinatafrikie.blogspot.com/2008/10/dirty-sexy-money.html,2008,10-05,17:14,@HerceJaime,#LPF #JimoOoRecomienda #series
La generacion del multijugador,http://lapinatafrikie.blogspot.com/2008/10/la-generacion-del-multijugador.html,2008,10-05,14:12,@Pemtano,#LPF #Consolas #Miscelanea #Videojuegos
WTF! madrileños,http://lapinatafrikie.blogspot.com/2008/10/wtf-madrileos.html,2008,10-04,19:46,@dmaeztu,#LPF #WTF
Una nueva oportunidad al panorama español,http://lapinatafrikie.blogspot.com/2008/10/una-nueva-oportunidad-al-panorama.html,2008,10-03,01:20,@ArkaitzCP,#LPF #frikies #noticias #series
"Y finalmente, Nintendo DSi",http://lapinatafrikie.blogspot.com/2008/10/y-finalmente-nintendo-dsi.html,2008,10-02,14:30,@Pemtano,#LPF #Consolas #Nintendo
Lo que son las series,http://lapinatafrikie.blogspot.com/2008/09/lo-que-son-las-series.html,2008,09-30,17:22,@ArkaitzCP,#LPF #blogger #noticias #series
Amenophis recomienda... ¡El club de la Lucha!,http://lapinatafrikie.blogspot.com/2008/09/amenophis-recomienda-el-club-de-la.html,2008,09-28,20:39,@dmaeztu,#LPF #Amenophisrecomienda #Películas
Spots a toda velocidad,http://lapinatafrikie.blogspot.com/2008/09/spots-toda-velocidad.html,2008,09-27,16:25,@dmaeztu,#LPF #Publicidad #youtube
"Playstation 3 - Top 5, 2008",http://lapinatafrikie.blogspot.com/2008/09/playstation-3-top-5-2008.html,2008,09-24,15:50,@Pemtano,#LPF #Playstation3 #Videojuegos
Get a MaC,http://lapinatafrikie.blogspot.com/2008/09/get-mac.html,2008,09-23,19:39,@HerceJaime,#LPF #Apple
"El Observador, también conocido como Argos",http://lapinatafrikie.blogspot.com/2008/09/el-observador-tambin-conocido-como.html,2008,09-23,12:42,@dmaeztu,#LPF #Fantasía-épica #Literatura #Reflexiones
"Xbox 360 - Top 5, 2008",http://lapinatafrikie.blogspot.com/2008/09/xbox-360-top-5-2008.html,2008,09-21,13:45,@Pemtano,#LPF #Videojuegos #Xbox360
Hackers a por el LHC,http://lapinatafrikie.blogspot.com/2008/09/hackers-por-el-lhc.html,2008,09-18,00:08,@ArkaitzCP,#LPF #noticias #Tecnología
Exposición de Star Wars: La TVader,http://lapinatafrikie.blogspot.com/2008/09/exposicin-de-star-wars-la-tvader.html,2008,09-16,23:27,@dmaeztu,#LPF #Cultura #frikies #Películas
Exposición de Star Wars,http://lapinatafrikie.blogspot.com/2008/09/exposicin-de-star-wars.html,2008,09-15,23:33,@dmaeztu,#LPF #Cultura #frikies #Películas #StarWars
Top 10 de los mayores malos de la historia del cine y la TV,http://lapinatafrikie.blogspot.com/2008/09/top-10-de-los-mayores-malos-de-la.html,2008,09-15,17:50,@dmaeztu,#LPF #Películas #series
El arte de los post-it's,http://lapinatafrikie.blogspot.com/2008/09/el-arte-de-los-post-its.html,2008,09-14,15:54,@ArkaitzCP,#LPF #Arte #Videoscuriosos
"Wanted, el comic",http://lapinatafrikie.blogspot.com/2008/09/wanted-el-comic.html,2008,09-14,13:15,@HerceJaime,#LPF
iJam,http://lapinatafrikie.blogspot.com/2008/09/ijam.html,2008,09-13,19:36,@HerceJaime,#LPF #Videoscuriosos
"O'Brother, Where art thou?",http://lapinatafrikie.blogspot.com/2008/09/obrother-where-art-thou.html,2008,09-13,00:08,@HerceJaime,#LPF #JimoOoRecomienda
Top 10 de personajes de videojuegos,http://lapinatafrikie.blogspot.com/2008/09/top-10-de-personajes-de-videojuegos.html,2008,09-12,22:48,@dmaeztu,#LPF #Reflexiones #Videojuegos
"La Balada de Beren y Luthien, parte I",http://lapinatafrikie.blogspot.com/2008/09/la-balada-de-beren-y-luthien-parte-i.html,2008,09-12,12:36,@HerceJaime,#LPF #Fantasía-épica #JimoOoRecomienda #Literatura
¡Cincuenta mil visitas!,http://lapinatafrikie.blogspot.com/2008/09/cincuenta-mil-visitas.html,2008,09-12,00:43,@ArkaitzCP,#LPF #blogger
Calcavacade of Cartoon Comedy,http://lapinatafrikie.blogspot.com/2008/09/calcavacade-of-cartoon-comedy.html,2008,09-11,22:47,@ArkaitzCP,#LPF #Humor #series #youtube
iPod 4th Gen disponibles en AppStore,http://lapinatafrikie.blogspot.com/2008/09/ipod-4th-gen-disponibles-en-appstore.html,2008,09-11,20:06,@Pemtano,#LPF #noticias #Tecnología
Concept de Transformers: Revenge of the fallen,http://lapinatafrikie.blogspot.com/2008/09/concept-de-transformers-revenge-of.html,2008,09-11,18:59,@Pemtano,#LPF #noticias #Películas
Creci en los 80',http://lapinatafrikie.blogspot.com/2008/09/creci-en-los-80.html,2008,09-11,13:59,@Pemtano,#LPF #Humor
This is SATA!!!,http://lapinatafrikie.blogspot.com/2008/09/this-is-sata.html,2008,09-11,12:57,@Pemtano,#LPF #Humor
True Blood,http://lapinatafrikie.blogspot.com/2008/09/true-blood.html,2008,09-10,16:45,@ArkaitzCP,#LPF #noticias #series
Descubridor de algo espera que alguien lo halle,http://lapinatafrikie.blogspot.com/2008/09/descubridor-de-algo-espera-que-alguien.html,2008,09-10,16:31,@dmaeztu,#LPF #Miscelanea #noticias #WTF
Keynote de Apple 09/09/08,http://lapinatafrikie.blogspot.com/2008/09/keynote-de-apple-090908.html,2008,09-09,20:37,@Pemtano,#LPF #Tecnología
Olor a pies!!,http://lapinatafrikie.blogspot.com/2008/09/olor-pies.html,2008,09-09,13:38,@HerceJaime,#LPF #Videoscuriosos
"Pandora, una nueva ""portatil""",http://lapinatafrikie.blogspot.com/2008/09/pandora-una-nueva-portatil.html,2008,09-08,01:16,@Pemtano,#LPF #Miscelanea #noticias
Dr. Horribles Sing-Along-Blog,http://lapinatafrikie.blogspot.com/2008/09/dr-horribles-sing-along-blog.html,2008,09-07,18:24,@ArkaitzCP,#LPF #Ciencia #Humor #Musica #series #Videoscuriosos
Los mejores Videoclips de la Historia,http://lapinatafrikie.blogspot.com/2008/09/los-mejores-videoclips-de-la-historia.html,2008,09-06,20:27,@dmaeztu,#LPF #Musica #youtube
Wii ¿la nueva PS2?,http://lapinatafrikie.blogspot.com/2008/09/wii-la-nueva-ps2.html,2008,09-06,00:24,@Pemtano,#LPF #Miscelanea
Disaster: Day of Crysis ya tiene fecha,http://lapinatafrikie.blogspot.com/2008/09/disaster-day-of-crysis-ya-tiene-fecha.html,2008,09-06,00:05,@Pemtano,#LPF #Videojuegos
Lo que está por llegar...,http://lapinatafrikie.blogspot.com/2008/09/lo-que-est-por-llegar.html,2008,09-05,22:51,@ArkaitzCP,#LPF #blogger #Miscelanea #Películas
El mejor disfraz de Dinosaurio,http://lapinatafrikie.blogspot.com/2008/09/el-mejor-disfraz-de-dinosaurio.html,2008,09-05,22:43,@ArkaitzCP,#LPF #Arte #Videoscuriosos
La Manta Élfica,http://lapinatafrikie.blogspot.com/2008/09/la-manta-lfica.html,2008,09-04,17:31,@HerceJaime,#LPF #Videojuegos
Prison Break se va de marcha,http://lapinatafrikie.blogspot.com/2008/09/prison-break-se-va-de-marcha.html,2008,09-03,14:06,@ArkaitzCP,#LPF #noticias #series
Jimo da el salto,http://lapinatafrikie.blogspot.com/2008/09/jimo-da-el-salto.html,2008,09-03,11:25,@HerceJaime,#LPF
momentos inolvidables...Desperado,http://lapinatafrikie.blogspot.com/2008/09/momentos-inolvidablesdesperado.html,2008,09-02,23:17,@HerceJaime,#LPF
Nuevas aplicaciones para el Iphone,http://lapinatafrikie.blogspot.com/2008/09/nuevas-aplicaciones-para-el-iphone.html,2008,09-02,12:46,@HerceJaime,#LPF #Apple #noticias #Tecnología
top 100,http://lapinatafrikie.blogspot.com/2008/09/top-100.html,2008,09-02,11:41,@ArkaitzCP,#LPF #Apple
Esto es de frikies,http://lapinatafrikie.blogspot.com/2008/08/esto-es-de-frikies.html,2008,08-31,14:33,@ArkaitzCP,#LPF #frikies #Videoscuriosos
Cafeterías con gatos en Japón,http://lapinatafrikie.blogspot.com/2008/08/cafeteras-con-gatos-en-japn.html,2008,08-30,15:10,@ArkaitzCP,#LPF #Japon #noticias
"20th century boys, la pelicula",http://lapinatafrikie.blogspot.com/2008/08/20th-century-boys-la-pelicula.html,2008,08-29,12:08,@HerceJaime,#LPF #JimoOoRecomienda #Manganime
Me too!,http://lapinatafrikie.blogspot.com/2008/08/me-too.html,2008,08-29,10:52,@ArkaitzCP,#LPF #Nostalgia #WTF
WTF en Pamplona,http://lapinatafrikie.blogspot.com/2008/08/wtf-en-pamplona.html,2008,08-27,22:32,@dmaeztu,#LPF #Miscelanea #WTF
Daft Punk o el trio que hacía videoclips anime,http://lapinatafrikie.blogspot.com/2008/08/daft-punk-o-el-trio-que-haca-videoclips.html,2008,08-27,14:08,@dmaeztu,#LPF #Musica #Publicidad #youtube
Volviendo a la superficie,http://lapinatafrikie.blogspot.com/2008/08/volviendo-la-superficie.html,2008,08-27,13:27,@Pemtano,#LPF #Miscelanea
Rubik para tontos,http://lapinatafrikie.blogspot.com/2008/08/rubik-para-tontos.html,2008,08-26,16:01,@ArkaitzCP,#LPF #Humor
Que es ...Unagi,http://lapinatafrikie.blogspot.com/2008/08/que-es-unagi.html,2008,08-26,12:39,@HerceJaime,#LPF #Miscelanea
Red Alert 3,http://lapinatafrikie.blogspot.com/2008/08/red-alert-3.html,2008,08-23,15:29,@ArkaitzCP,#LPF #noticias #Videojuegos
El sensacionalismo español,http://lapinatafrikie.blogspot.com/2008/08/el-sensacionalismo-espaol.html,2008,08-23,14:53,@Pemtano,#LPF #Miscelanea #noticias #WTF
La cultura de los comentaristas de deportes,http://lapinatafrikie.blogspot.com/2008/08/la-cultura-de-los-comentaristas-de.html,2008,08-23,11:09,@dmaeztu,#LPF #blogger #Videoscuriosos #youtube
Trailer de Wrath of the Ligh King,http://lapinatafrikie.blogspot.com/2008/08/trailer-de-wrath-of-ligh-king.html,2008,08-22,17:27,@Pemtano,#LPF #Trailers #Videojuegos
Atlantis cierra su Stargate,http://lapinatafrikie.blogspot.com/2008/08/atlantis-cierra-su-stargate.html,2008,08-22,15:08,@ArkaitzCP,#LPF #noticias #series
Guiños,http://lapinatafrikie.blogspot.com/2008/08/guios.html,2008,08-21,21:24,@ArkaitzCP,#LPF #series #Videoscuriosos
Mi perro y Firefox,http://lapinatafrikie.blogspot.com/2008/08/mi-perro-y-firefox.html,2008,08-20,22:33,@Pemtano,#LPF #Humor
Porque en La Piñata Frikie no vamos a ser menos que Enjuto Mojamuto,http://lapinatafrikie.blogspot.com/2008/08/en-la-piata-frikie-no-vamos-ser-menos.html,2008,08-20,19:07,@dmaeztu,#LPF #frikies
Criminales del Copyright,http://lapinatafrikie.blogspot.com/2008/08/criminales-del-copyright.html,2008,08-19,13:53,@dmaeztu,#LPF #noticias
"Jack Vs Heath, el mejor Joker.",http://lapinatafrikie.blogspot.com/2008/08/jack-vs-heath-el-mejor-joker.html,2008,08-18,22:23,@HerceJaime,#LPF #Comics #Videojuegos
El cómic americano,http://lapinatafrikie.blogspot.com/2008/08/el-cmic-americano.html,2008,08-17,23:18,@ArkaitzCP,#LPF #Comics #Reflexiones #ST:DCComics
Kancho!!!,http://lapinatafrikie.blogspot.com/2008/08/un-nuevo-fenomeno-ataca-la-juventud.html,2008,08-17,22:58,@HerceJaime,#LPF #Cultura #Japon
Nuevos iPhones,http://lapinatafrikie.blogspot.com/2008/08/nuevos-iphones.html,2008,08-17,17:28,@ArkaitzCP,#LPF #Apple #noticias #Tecnología
Dibujos By JiMMoOo,http://lapinatafrikie.blogspot.com/2008/08/dibujos-by-jimmooo.html,2008,08-17,16:24,@HerceJaime,#LPF #Manganime #Miscelanea
The Pursuit Of Happyness (en busca de la felicidad),http://lapinatafrikie.blogspot.com/2008/08/pursuit-of-happyness-en-busca-de-la.html,2008,08-17,13:49,@HerceJaime,#LPF #JimoOoRecomienda
Increible,http://lapinatafrikie.blogspot.com/2008/08/increible.html,2008,08-17,13:03,@ArkaitzCP,#LPF #noticias #series #Videojuegos
Vacaciones bloggeras,http://lapinatafrikie.blogspot.com/2008/08/vacaciones-bloggeras.html,2008,08-16,16:02,@Pemtano,#LPF #Miscelanea
Pantallazo Mortal en Pekín,http://lapinatafrikie.blogspot.com/2008/08/pantallazo-mortal-en-pekn.html,2008,08-16,00:15,@ArkaitzCP,#LPF #frikies #noticias #WTF
El monstruo de las galletas,http://lapinatafrikie.blogspot.com/2008/08/el-monstruo-de-las-galletas.html,2008,08-15,21:17,@HerceJaime,#LPF #Videoscuriosos
Aplicaciones musicales para Iphone,http://lapinatafrikie.blogspot.com/2008/08/aplicaciones-musicales-para-iphone.html,2008,08-14,23:09,@HerceJaime,#LPF #Miscelanea
"Hitman, tiros por que si",http://lapinatafrikie.blogspot.com/2008/08/hitman-tiros-por-que-si.html,2008,08-14,15:24,@Pemtano,#LPF #Películas
"6 euros por... Batman, el caballero oscuro",http://lapinatafrikie.blogspot.com/2008/08/6-euros-por-batman-el-caballero-oscuro.html,2008,08-14,13:32,@Pemtano,#LPF #6eurospor #Películas #ST:DCComics
6 euros por: The Dark Knight,http://lapinatafrikie.blogspot.com/2008/08/6-euros-por-dark-knight.html,2008,08-14,01:51,@ArkaitzCP,#LPF #6eurospor #Comics #Películas #ST:DCComics
Linterna Verde,http://lapinatafrikie.blogspot.com/2008/08/linterna-verde.html,2008,08-13,23:37,@HerceJaime,#LPF #Comics #ST:DCComics
"10.000 BC, ni los mamuts la salvan",http://lapinatafrikie.blogspot.com/2008/08/10000-bc-ni-los-mamuts-la-salvan.html,2008,08-13,15:02,@Pemtano,#LPF #Películas
Crítica al Comunismo,http://lapinatafrikie.blogspot.com/2008/08/crtica-al-comunismo.html,2008,08-13,15:00,@ArkaitzCP,#LPF #Non-Frikies #noticias
"Flecha verde, para muchos desconocido",http://lapinatafrikie.blogspot.com/2008/08/flecha-verde-para-muchos-desconocido.html,2008,08-13,14:35,@Pemtano,#LPF #Comics #ST:DCComics
"Flash, el superhéroe polifacético",http://lapinatafrikie.blogspot.com/2008/08/flash-el-superhroe-polifactico.html,2008,08-13,13:37,@ArkaitzCP,#LPF #Comics #series #ST:DCComics
Bleach: Shattered Blade,http://lapinatafrikie.blogspot.com/2008/08/bleach-shattered-blade.html,2008,08-13,13:26,@Pemtano,#LPF #Videojuegos
El fracaso del chuache al aceptar un papel,http://lapinatafrikie.blogspot.com/2008/08/el-fracaso-del-chuache-al-aceptar-un.html,2008,08-13,12:02,@dmaeztu,#LPF #Películas #ST:DCComics
"Freedom, libre de internet",http://lapinatafrikie.blogspot.com/2008/08/freedom-libre-de-internet.html,2008,08-13,11:44,@Pemtano,#LPF #Miscelanea #Tecnología
"Wonder Woman, la superheroina sexy y feminista",http://lapinatafrikie.blogspot.com/2008/08/wonder-woman-la-supeheroina-sexy-y.html,2008,08-12,22:31,@ArkaitzCP,#LPF #Comics #series #ST:DCComics
"Batman, diferentes puntos II",http://lapinatafrikie.blogspot.com/2008/08/batman-diferentes-puntos-ii.html,2008,08-12,14:54,@Pemtano,#LPF #Películas #ST:DCComics
"Superman, todo un icono social",http://lapinatafrikie.blogspot.com/2008/08/superman-todo-un-icono-social.html,2008,08-12,11:36,@ArkaitzCP,#LPF #Comics #Películas #series #ST:DCComics
Tim Burton Vs DC comics,http://lapinatafrikie.blogspot.com/2008/08/tim-burton-vs-dc-comics.html,2008,08-11,22:36,@HerceJaime,#LPF #Comics #Películas #ST:DCComics
"Batman, diferentes puntos I",http://lapinatafrikie.blogspot.com/2008/08/batman-diferentes-puntos-i.html,2008,08-11,21:57,@Pemtano,#LPF #Películas #ST:DCComics
Enjuto Mojamuto y las clases de pedos,http://lapinatafrikie.blogspot.com/2008/08/enjuto-mojamuto-y-las-clases-de-pedos.html,2008,08-11,18:31,@HerceJaime,#LPF #youtube
Semana temática: DC Comics,http://lapinatafrikie.blogspot.com/2008/08/semana-temtica-dc-comics.html,2008,08-11,02:23,@ArkaitzCP,#LPF #Comics #Películas #series #ST:DCComics
"Jumper, saltos de aburrimiento",http://lapinatafrikie.blogspot.com/2008/08/jumper-saltos-de-aburrimiento.html,2008,08-10,22:48,@Pemtano,#LPF #Películas
Atención Al Cliente,http://lapinatafrikie.blogspot.com/2008/08/atencin-al-cliente.html,2008,08-10,16:17,@HerceJaime,#LPF #Miscelanea
"Lime Wire, máxima velocidad",http://lapinatafrikie.blogspot.com/2008/08/lime-wire-mxima-velocidad.html,2008,08-08,22:59,@HerceJaime,#LPF #Miscelanea #Tecnología
¿Consolas o PC? Consola y Mac,http://lapinatafrikie.blogspot.com/2008/08/consolas-o-pc-consola-y-mac.html,2008,08-08,18:18,@Pemtano,#LPF #Miscelanea
Ya queda menos para los villanos,http://lapinatafrikie.blogspot.com/2008/08/ya-queda-menos-para-los-villanos.html,2008,08-08,16:00,@ArkaitzCP,#LPF #Posters #series
¿Qué fue de Chewbacca tras la Guerra de las Galaxias?,http://lapinatafrikie.blogspot.com/2008/08/qu-fue-de-chewbacca-tras-la-guerra-de.html,2008,08-06,13:51,@dmaeztu,#LPF #Miscelanea
jimooo recomienda...Gintama,http://lapinatafrikie.blogspot.com/2008/08/para-todos-aquellos-que-creen-que-hay.html,2008,08-06,11:42,@HerceJaime,#LPF #JimoOoRecomienda #Manganime
6 euros por... La momia 3,http://lapinatafrikie.blogspot.com/2008/08/6-euros-por-la-momia-3.html,2008,08-06,10:05,@ArkaitzCP,#LPF #6eurospor #Fantasía-épica #Películas
Amenophis recomienda... ¡WATCHMEN!,http://lapinatafrikie.blogspot.com/2008/08/amenophis-recomienda-watchmen.html,2008,08-04,10:56,@dmaeztu,#LPF #Amenophisrecomienda #Comics
jimooo recomienda...Cowboy Bebop!!!,http://lapinatafrikie.blogspot.com/2008/08/jimooo-recomiendacowboy-bebop.html,2008,08-02,22:18,@HerceJaime,#LPF #JimoOoRecomienda #Manganime
"Gake no ue no Ponyo, trailer",http://lapinatafrikie.blogspot.com/2008/08/gake-no-ue-no-ponyo-trailer.html,2008,08-01,17:47,@ArkaitzCP,#LPF #ABra'taclemola #Manganime #Trailers
V for Vendetta,http://lapinatafrikie.blogspot.com/2008/08/v-for-vendetta.html,2008,08-01,17:04,@ArkaitzCP,#LPF #ABra'taclemola #Comics
Que sea útil,http://lapinatafrikie.blogspot.com/2008/07/que-sea-til.html,2008,07-30,18:27,@ArkaitzCP,#LPF #Videoscuriosos #youtube
Webisodies Heroes,http://lapinatafrikie.blogspot.com/2008/07/webisodies-heroes.html,2008,07-30,15:35,@ArkaitzCP,#LPF #series #youtube
Primer Trailer de Harry Potter,http://lapinatafrikie.blogspot.com/2008/07/primer-trailer-de-harry-potter.html,2008,07-30,14:56,@ArkaitzCP,#LPF #Trailers
Amenophis avisa,http://lapinatafrikie.blogspot.com/2008/07/amenophis-avisa.html,2008,07-30,10:36,@dmaeztu,#LPF #blogger
Crea Tu Propio Tachikoma,http://lapinatafrikie.blogspot.com/2008/07/crea-tu-propio-tachikoma.html,2008,07-29,15:05,@HerceJaime,#LPF #Miscelanea #ST:Mechas
Prosikito,http://lapinatafrikie.blogspot.com/2008/07/prosikito.html,2008,07-28,14:52,@ArkaitzCP,#LPF #Nostalgia #Publicidad #WTF
Dexter Promos,http://lapinatafrikie.blogspot.com/2008/07/dexter-promos.html,2008,07-28,14:48,@ArkaitzCP,#LPF #series #Trailers
Un momento de Scrubs,http://lapinatafrikie.blogspot.com/2008/07/un-momento-de-scrubs.html,2008,07-27,23:21,@Pemtano,#LPF #Humor #youtube
"Neon Genesis Evangelion, volumen Final",http://lapinatafrikie.blogspot.com/2008/07/neon-genesis-evangelion-volumen-final.html,2008,07-27,23:11,@Pemtano,#LPF #ST:Mechas #Tempanorecomienda
"Tachikomas, pequeños pero matones",http://lapinatafrikie.blogspot.com/2008/07/tachikomas-pequeos-pero-matones.html,2008,07-27,13:54,@HerceJaime,#LPF #ST:Mechas
Nominados Emmy's 2008,http://lapinatafrikie.blogspot.com/2008/07/nominados-emmys-2008.html,2008,07-27,10:48,@ArkaitzCP,#LPF #series
Amenophis recomienda... ¡Planetes!,http://lapinatafrikie.blogspot.com/2008/07/amenophis-recomienda-planetes.html,2008,07-26,18:57,@dmaeztu,#LPF #Amenophisrecomienda #Manganime #ST:Mechas
Red Sonja,http://lapinatafrikie.blogspot.com/2008/07/red-sonja.html,2008,07-26,15:17,@ArkaitzCP,#LPF #Comics #noticias #Posters
"Neon Genesis Evangelion, volumen 3",http://lapinatafrikie.blogspot.com/2008/07/neon-genesis-evangelion-volumen-3.html,2008,07-25,16:37,@Pemtano,#LPF #ST:Mechas #Tempanorecomienda
"Liveman, la precursora",http://lapinatafrikie.blogspot.com/2008/07/liveman-la-precursora.html,2008,07-25,11:40,@Pemtano,#LPF #ST:Mechas #Tempanorecomienda
"Oreo, Publicidad ingeniosa",http://lapinatafrikie.blogspot.com/2008/07/oreo-publicidad-ingeniosa.html,2008,07-25,01:45,@ArkaitzCP,#LPF #Publicidad
"Transformes, una historia ancestral",http://lapinatafrikie.blogspot.com/2008/07/transformes-una-historia-ancestral.html,2008,07-25,00:04,@ArkaitzCP,#LPF #Manganime #ST:Mechas
Trailer de Watchmen,http://lapinatafrikie.blogspot.com/2008/07/trailer-de-watchmen.html,2008,07-24,16:21,@ArkaitzCP,#LPF #Trailers
La estación de Chamberí,http://lapinatafrikie.blogspot.com/2008/07/la-estacin-de-chamber.html,2008,07-23,22:22,@dmaeztu,#LPF #Miscelanea #youtube
"Neon Genesis Evangelion, volumen 2",http://lapinatafrikie.blogspot.com/2008/07/neon-genesis-evangelion-volumen-2.html,2008,07-23,20:59,@Pemtano,#LPF #Manganime #ST:Mechas #Tempanorecomienda
Record de mayor número de Mechas en una serie,http://lapinatafrikie.blogspot.com/2008/07/record-de-mayor-nmero-de-mechas-en-una.html,2008,07-23,20:54,@dmaeztu,#LPF #Cosplaymania #ST:Mechas
"Transformers, todo un hito",http://lapinatafrikie.blogspot.com/2008/07/transformers-todo-un-hito.html,2008,07-23,18:21,@ArkaitzCP,#LPF #Manganime #ST:Mechas
41 efectos para Photoshop,http://lapinatafrikie.blogspot.com/2008/07/41-efectos-para-photoshop.html,2008,07-23,17:41,@HerceJaime,#LPF #Miscelanea
Teaser Harry Potter,http://lapinatafrikie.blogspot.com/2008/07/teaser-harry-potter.html,2008,07-23,13:03,@ArkaitzCP,#LPF #Trailers
Comparativa entre  tamaños de mechas famosos,http://lapinatafrikie.blogspot.com/2008/07/comparativa-entre-tamaos-de-mechas.html,2008,07-22,22:55,@dmaeztu,#LPF #Manganime #ST:Mechas
"Neon Genesis Evangelion, volumen 1",http://lapinatafrikie.blogspot.com/2008/07/neon-genesis-evangelion-volumen-1.html,2008,07-21,16:48,@Pemtano,#LPF #Manganime #ST:Mechas #Tempanorecomienda
Eureka Seven,http://lapinatafrikie.blogspot.com/2008/07/eureka-seven-surf-de-altos-vuelos.html,2008,07-21,13:45,@HerceJaime,#LPF #JimoOoRecomienda #Manganime #ST:Mechas
Semana temática: El genero Manganime Mecha,http://lapinatafrikie.blogspot.com/2008/07/semana-temtica-el-genero-manganime.html,2008,07-21,13:14,@ArkaitzCP,#LPF #Manganime #ST:Mechas
AniMangaWeb,http://lapinatafrikie.blogspot.com/2008/07/animangaweb.html,2008,07-19,12:52,@HerceJaime,#LPF #Manganime
Terminator Salvation,http://lapinatafrikie.blogspot.com/2008/07/terminator-salvation_18.html,2008,07-18,11:40,@ArkaitzCP,#LPF #Trailers
B.A.I.T Car,http://lapinatafrikie.blogspot.com/2008/07/bait-car.html,2008,07-17,10:29,@dmaeztu,#LPF #noticias #WTF #youtube
Catando... Fringe,http://lapinatafrikie.blogspot.com/2008/07/catando-fringe.html,2008,07-16,15:02,@ArkaitzCP,#LPF #series
Stargate Continuum,http://lapinatafrikie.blogspot.com/2008/07/stargate-continuum.html,2008,07-16,14:28,@ArkaitzCP,#LPF #Películas #series
[E3] 3 trailers,http://lapinatafrikie.blogspot.com/2008/07/e3-3-trailers.html,2008,07-16,11:35,@Pemtano,#LPF #festivales #Trailers #Videojuegos
Musiqueta anime v.1,http://lapinatafrikie.blogspot.com/2008/07/musiqueta-anime-v1.html,2008,07-15,20:35,@Pemtano,#LPF #frikies #Manganime #Musica
La historia de Ungoliant,http://lapinatafrikie.blogspot.com/2008/07/la-historia-de-ungoliath.html,2008,07-14,23:53,@dmaeztu,#LPF #Descubrea #Fantasía-épica #Literatura
Recordando... Reloaded,http://lapinatafrikie.blogspot.com/2008/07/recordando-reloaded.html,2008,07-14,20:49,@Pemtano,#LPF #Humor #youtube
Hablando de borrachos...,http://lapinatafrikie.blogspot.com/2008/07/hablando-de-borrachos.html,2008,07-14,19:13,@Pemtano,#LPF #Humor #WTF #youtube
Ojo con los laser,http://lapinatafrikie.blogspot.com/2008/07/ojo-con-los-laser.html,2008,07-14,19:07,@Pemtano,#LPF #Ciencia #Humor #noticias #youtube
Caricaturas  a Todo Color,http://lapinatafrikie.blogspot.com/2008/07/caricaturas-todo-color.html,2008,07-14,13:30,@HerceJaime,#LPF #Miscelanea
Tener un cuarto friki,http://lapinatafrikie.blogspot.com/2008/07/tener-un-cuarto-friki.html,2008,07-13,00:57,@Pemtano,#LPF #frikies #WTF
Primer contacto con... Soul Eater,http://lapinatafrikie.blogspot.com/2008/07/primer-contacto-con-soul-eater.html,2008,07-11,11:07,@Pemtano,#LPF #Manganime
"Armas japonesas, parte I",http://lapinatafrikie.blogspot.com/2008/07/armas-japonesas-parte-i.html,2008,07-10,23:54,@Pemtano,#LPF #Humor #Japon
Manifiesto de Kipling,http://lapinatafrikie.blogspot.com/2008/07/manifiesto-de-kipling_10.html,2008,07-10,18:51,@dmaeztu,#LPF #Arte #Literatura #Non-Frikies
Recordando...,http://lapinatafrikie.blogspot.com/2008/07/recordando.html,2008,07-09,18:32,@Pemtano,#LPF #Humor
Rebajas en DVDGo!,http://lapinatafrikie.blogspot.com/2008/07/rebajas-en-dvdgo.html,2008,07-09,16:53,@Pemtano,#LPF #noticias
¿Frikismo inteligente?,http://lapinatafrikie.blogspot.com/2008/07/frikismo-inteligente.html,2008,07-09,16:37,@Pemtano,#LPF #Humor
6 euros por... La boda de mi novia,http://lapinatafrikie.blogspot.com/2008/07/6-euros-por-la-boda-de-mi-novia.html,2008,07-08,19:14,@Pemtano,#LPF #6eurospor
Que es Bromaaa!!!,http://lapinatafrikie.blogspot.com/2008/07/que-es-bromaaa.html,2008,07-07,15:12,@HerceJaime,#LPF #Miscelanea
Enjuto es un fenomeno,http://lapinatafrikie.blogspot.com/2008/07/enjuto-es-un-fenomeno.html,2008,07-06,20:57,@dmaeztu,#LPF #frikies #Humor #noticias
"Friends, La película. Un hecho",http://lapinatafrikie.blogspot.com/2008/07/friends-la-pelcula-un-hecho.html,2008,07-05,14:32,@ArkaitzCP,#LPF #noticias #series
Terminator Salvation,http://lapinatafrikie.blogspot.com/2008/07/terminator-salvation.html,2008,07-05,14:19,@ArkaitzCP,#LPF #noticias #Películas
Test óptico,http://lapinatafrikie.blogspot.com/2008/07/test-ptico.html,2008,07-03,23:56,@ArkaitzCP,#LPF #Humor
